,0
0,0.2173913043478261
1,0.2916666666666667
2,0.22066549912434327
3,0.2173913043478261
4,0.43147208121827413
5,0.37025561580170413
6,0.26294820717131473
7,0.2727272727272727
8,0.11494252873563218
9,0.1926345609065156
