,0
0,0.2562674094707521
1,0.34782608695652173
2,0.20297029702970296
3,0.340080971659919
4,0.3022113022113022
5,0.08403361344537816
6,0.2394822006472492
7,0.4438040345821326
8,0.18068535825545173
9,0.23121387283236994
