,0
0,0.25925925925925924
1,0.30115830115830117
2,0.14093959731543623
3,0.2874251497005988
4,0.2338204592901879
5,0.10441767068273093
6,0.2565597667638484
7,0.35748792270531393
8,0.22516556291390732
9,0.2939297124600639
