,0
0,0.28800000000000003
1,0.37745098039215685
2,0.23364485981308408
3,0.3927765237020316
4,0.3544303797468355
5,0.14835164835164835
6,0.36807095343680707
7,0.4700239808153477
8,0.21428571428571427
9,0.27605633802816903
